round,score,global_rmse,local_rmse,p95_abs,weighted_coverage,improved
0,-0.0016786434465864753,0.00038754926441127266,0.0007141756203563761,0.0009032587256157633,14.616017277126996,
1,-0.0016868247128619905,0.0003867828209613379,0.0007127241428888633,0.0009024513173885081,14.64438252644982,True
2,-0.001698070935064202,0.0003842000695526196,0.0007077190918782639,0.0008852744886520169,14.65766957435369,True
3,-0.0017003685217498114,0.0003847116746612758,0.0007085826789038203,0.00088631839901363,14.676897055478356,True
4,-0.0017189511787137441,0.00038646093362467934,0.0007092742256185862,0.0008867850925176994,14.782705915403634,True
5,-0.0017503151825310867,0.0003804082275485294,0.0006922240513630416,0.0008659364455378827,14.806961358576329,True
6,-0.0018921253656713976,0.0003300044093836962,0.0006230917500078319,0.000668464233926188,14.84919937532246,True
7,-0.0019172024828524026,0.0003286731607389534,0.0006215154534604576,0.0006663503740084258,14.958470938719525,True
8,-0.002004609616371394,0.0003121083408933475,0.0005733489937508308,0.0006984494245832629,15.02368374882869,True
9,-0.002067285179184755,0.0003056001938169823,0.0005313897215591608,0.0006842585578800863,15.05276519436365,True
10,-0.0021472687537415916,0.0002998057800088853,0.00046962010110394593,0.0006936307276300628,15.053093275376058,True
11,-0.002182992397662205,0.00030642145015944095,0.00046952315170249666,0.0006953085485045473,15.264208149323208,True
12,-0.0022926108243236792,0.0002575702256831468,0.00042195430268107844,0.0005556570891017444,15.282631066120599,True
13,-0.0023242320560951197,0.00025718363604008634,0.00042109485215764664,0.0005535505262951801,15.43364757362191,True
14,-0.0023242320560951197,0.00025718363604008634,0.00042109485215764664,0.0005535505262951801,15.43364757362191,False
