round,score,global_rmse,local_rmse,p95_abs,weighted_coverage,improved
0,-0.0028779037378942394,7.110302248549942e-05,0.00012725265913127623,0.00015722885223941026,15.508549756686351,
1,-0.0028870616049779902,6.907988316839641e-05,0.00012170186381267847,0.00015266224874676626,15.510918623608005,True
2,-0.0029088106046702214,6.897734804285344e-05,0.00012150151559076796,0.0001526561136040098,15.617948857109981,True
3,-0.0029189509848796657,6.717994553342814e-05,0.00011856778183036395,0.00014967445915021593,15.642061343047652,True
4,-0.0029189509848796657,6.717994553342814e-05,0.00011856778183036395,0.00014967445915021593,15.642061343047652,False
5,-0.0029328853748008038,6.717691758957742e-05,0.00011856842485360616,0.00014986954046028477,15.711722011073542,True
6,-0.0029340321248718195,6.600973701858413e-05,0.00011676179445433534,0.0001495481748347348,15.70078007617803,True
7,-0.002960666162236659,6.252970832492287e-05,0.00010837572230265149,0.00014139694288768136,15.766233686623817,True
8,-0.0029851127062233036,6.26065282350341e-05,0.00010837260371124488,0.00014149940071108346,15.888831794559156,True
9,-0.0030192812224445493,5.5531945653142646e-05,9.673047702771144e-05,0.00012357350786324352,15.954448702654728,True
10,-0.0030270879479018646,5.1199751283924654e-05,9.003427475726021e-05,0.00010472841457997051,15.931644144472507,True
11,-0.003027131240038168,5.249974380212758e-05,9.243587431721488e-05,0.00010831325566572505,15.952770165104765,True
12,-0.003027131240038168,5.249974380212758e-05,9.243587431721488e-05,0.00010831325566572505,15.952770165104765,False
13,-0.0030283728887958734,4.893145931979086e-05,8.516673375507083e-05,9.17730699475771e-05,15.897522143108745,True
14,-0.003028717597987009,4.816988976355037e-05,8.36450881553961e-05,9.084016032729096e-05,15.886307967685173,True
