round,score,global_rmse,local_rmse,p95_abs,weighted_coverage,improved
0,-0.000889390911652548,0.0007859031791597493,0.0011557369765618096,0.0016023091828095927,15.310892313432344,
1,-0.001182131433935816,0.0006139676018745692,0.0010650381991176247,0.0012300377508954639,15.370724373757673,True
2,-0.001199857368115776,0.0006143051145618443,0.001065199432067833,0.0012300683016121766,15.4620090057951,True
3,-0.0012364177265221468,0.0006142388791248193,0.0010651330737383924,0.001230872067048623,15.644081470665183,True
4,-0.001245309370889874,0.0006147602285911217,0.001058180478754105,0.0012496429480799132,15.649430869929608,True
5,-0.001269285386981019,0.0006143241158741372,0.0010585659957227241,0.0012496567822478121,15.769443488612124,True
6,-0.0013045173967973175,0.0006142813111624875,0.001056155912120833,0.0012567033131687373,15.930929012524022,True
7,-0.0022280266665068932,0.0003581589131500534,0.0004973578757443891,0.0008406413723225888,15.915075152751067,True
8,-0.0022392517480706456,0.00035921362083882305,0.0004966221513104446,0.0008415819313355665,15.972059752410011,True
9,-0.0022452025926975173,0.0003596794808450736,0.0004982470251384011,0.0008415430840842551,16.01389251854336,True
10,-0.0022452025926975173,0.0003596794808450736,0.0004982470251384011,0.0008415430840842551,16.01389251854336,False
11,-0.0022656067612025275,0.00036953932271468413,0.0004990971999923979,0.0008409325031559175,16.170313619540444,True
12,-0.0022809223286357687,0.0003761738744523067,0.0004995834277594774,0.0008407283365832756,16.28298158199724,True
13,-0.002294449442184472,0.0003755038211528835,0.0005000438417950112,0.0008394249597158453,16.350029367456845,True
14,-0.0022986399378317856,0.0003742097313217865,0.0004975280062108417,0.0008399644832265429,16.34941638303291,True
