round,score,global_rmse,local_rmse,p95_abs,weighted_coverage,improved
0,-0.00011568208751305126,0.0008827159869787549,0.0016983672012346187,0.0018181030459998332,15.182193579866743,
1,-0.0006532781051898076,0.0007727506944982937,0.0013639747750093425,0.0018085176278547937,15.313992648496562,True
2,-0.0011183126538870753,0.0006215638758729432,0.001115852213850258,0.0013921042560852313,15.394495931901641,True
3,-0.0011212518974482817,0.0006320427586451318,0.001108793166425461,0.00145488138300188,15.419232279019832,True
4,-0.001488088022870597,0.000565103283380052,0.0008721976663249469,0.001344547828799413,15.499142529202926,True
5,-0.001527207760956132,0.0005683975019796796,0.0008696579466745714,0.0013302605077784209,15.695973994726485,True
6,-0.0015573330380691214,0.0005744430346608507,0.0008561374724905176,0.001333422466205735,15.795705198592966,True
7,-0.0015588207525803648,0.0005761743788765953,0.0008525164837870998,0.0012905470818854188,15.790074560007398,True
8,-0.0015588207525803648,0.0005761743788765953,0.0008525164837870998,0.0012905470818854188,15.790074560007398,False
9,-0.0015789981176716039,0.0005760954458904496,0.0008520755301046041,0.0012899715343976101,15.88792099843789,True
10,-0.0015905344204100902,0.0005714581230747411,0.0008512882923733893,0.0012809672415425152,15.917692471664491,True
11,-0.0016266298393223361,0.0005730727617057529,0.0008513843955243652,0.0012804839972876693,16.106819378286634,True
12,-0.001652469383290328,0.0005603295189885643,0.0008199322051073497,0.001250511093790058,15.983587742038559,True
13,-0.001730113669376049,0.0006058620512596129,0.000749396417463356,0.0013045741776781098,16.176257107958445,True
14,-0.0017905728641045065,0.0005716953405455466,0.0007328711084274466,0.0012147357481248526,16.208567673814944,True
