round,score,global_rmse,local_rmse,p95_abs,weighted_coverage,improved
0,-0.00017468465252302957,0.0008827159869787549,0.0016983672012346187,0.0018181030459998332,15.477206404916634,
1,-0.00021033291631435093,0.0008827457034908862,0.001698856199944471,0.0018245215909225758,15.65853029869301,True
2,-0.00022779682695783354,0.000876760165500878,0.0016921554295917288,0.0017863358205171074,15.675717539843928,True
3,-0.00025324553145617814,0.000873181568808844,0.0016868412847746315,0.0017734413387739223,15.7531832099729,True
4,-0.00026665856801820704,0.0008631102587333992,0.0016857289466413734,0.0017592330231543136,15.763217813606271,True
5,-0.0002700610136819443,0.0008493938248874286,0.0016782488191738694,0.0016288393817944008,15.66676710789008,True
6,-0.0003525220220183859,0.0008493556335402665,0.0016780693547720988,0.0016285657949663519,16.07780440642585,True
7,-0.0003725444472757163,0.000868974871749235,0.0016542025527818225,0.0019569092564151796,16.13281191181569,True
8,-0.0006657649720323705,0.0007628077955793049,0.0014975018071915745,0.0015325389513100513,16.127874681207825,True
9,-0.0010368292060675367,0.0006459995041837348,0.0012817278414218125,0.0012031783393783278,16.104510599787233,True
10,-0.0010368292060675367,0.0006459995041837348,0.0012817278414218125,0.0012031783393783278,16.104510599787233,False
11,-0.0010383339972784142,0.0006460639595654022,0.001281752549036051,0.0012033782227210874,16.112505078435387,True
12,-0.001056874832732127,0.0006455207657239272,0.0012819634162243609,0.001203175543055942,16.203758489626434,True
