round,score,global_rmse,local_rmse,p95_abs,weighted_coverage,improved
0,0.000365014181296247,0.0010390493239468598,0.0017631473510887734,0.0024307960429660914,13.949059819785704,
1,0.000242142980424027,0.0010015608761197994,0.0016959451321217262,0.0023368567426022054,13.972760271209218,True
2,-6.711329775464271e-05,0.0009091670913645674,0.001515588648949769,0.0021318803532916217,13.974933839294664,True
3,-9.97266044133454e-05,0.000907155356116879,0.0015101650978763918,0.002115369760072462,14.09540038990947,True
4,-0.0002133717351576062,0.0008570173999634529,0.001439309301362305,0.0019536177326038044,13.987801483779126,True
5,-0.0002183033418582895,0.0008662407851450741,0.0014338636224898872,0.0019486112400200562,14.02590236995614,True
6,-0.0003180554359060771,0.0008460615881374739,0.0013840227616183068,0.001862318471142519,14.124721689927595,True
7,-0.00036967165153563904,0.0008295827865386108,0.0013487458446264776,0.0018250781359044161,14.088747258130114,True
8,-0.00037517459082772077,0.0008283351586807937,0.001346588623360081,0.0018131049219307855,14.097080487703058,True
9,-0.0004170552267275126,0.0008458496779721596,0.0013113962418702073,0.0018522161551578348,14.182901974719604,True
10,-0.000492498035327537,0.000842279003051832,0.0013097216716238965,0.0018547482920507879,14.532215221640222,True
11,-0.0005340595253201909,0.0008373416649178003,0.0013042479668602825,0.0018644418679864758,14.68249375235165,True
12,-0.0005340595253201909,0.0008373416649178003,0.0013042479668602825,0.0018644418679864758,14.68249375235165,False
13,-0.0005896326023428662,0.0008298516043367126,0.0012580621619937699,0.0017762807898933615,14.645794005360512,True
14,-0.0006337235238512815,0.0008265381370563446,0.0012261846583962103,0.0017630167667204528,14.658416254915391,True
