round,score,global_rmse,local_rmse,p95_abs,weighted_coverage,improved
0,-0.002186606485995373,0.0002573593236880097,0.00044254480957501256,0.0005146253223059294,14.875097905866989,
1,-0.002201362747333519,0.0002557888236800956,0.00043940229716238745,0.0004975210321101542,14.922171638042395,True
2,-0.0022111622104379175,0.0002573156026480336,0.00043810714048615767,0.0005004078822866856,14.971031908346701,True
3,-0.0022639133363057335,0.00026348163689932346,0.0004205405786967117,0.0005135453892472064,15.160218338205555,True
4,-0.0022932877895649353,0.00027643410638845164,0.00041699614115954314,0.000513616155249762,15.350586326724194,True
5,-0.0023215190297511627,0.0002903805196442268,0.00040768719866865607,0.0005871836367232415,15.505620938988882,True
6,-0.002345461433898887,0.000280325674963012,0.0003952355342953662,0.000546979843399608,15.500348750081692,True
7,-0.002383616584108592,0.000279527129724275,0.000386709436268045,0.0005432810242799311,15.635975186772605,True
8,-0.002397074844659684,0.00027267009005125007,0.0003865547920008243,0.0005404260805789993,15.668053425559615,True
9,-0.0023996251148241643,0.00027923351062741724,0.00039662752704904995,0.0005579243536023319,15.774058289552206,True
10,-0.0023996251148241643,0.00027923351062741724,0.00039662752704904995,0.0005579243536023319,15.774058289552206,False
11,-0.002428728713515585,0.0002753367752376102,0.0003794875746811737,0.0005670706081029495,15.797252891853018,True
12,-0.002429328029815606,0.00027631123380732957,0.0003796418145171232,0.0005713897685880167,15.806047205217416,True
13,-0.002437761328503386,0.0002760386508380737,0.000379169386521734,0.000570947030650925,15.844016215837703,True
14,-0.002438331186298724,0.00027655186907616047,0.000379789059984244,0.0005737468356828259,15.853149636779884,True
