round,score,global_rmse,local_rmse,p95_abs,weighted_coverage,improved
0,-9.456003879290383e-05,0.0009345181600595283,0.0016618434439230922,0.0019300694376583236,15.116451657800713,
1,-0.0001490557981475237,0.0009303676975663668,0.001653847404374186,0.001905330235297716,15.320201904814567,True
2,-0.00021361331765770925,0.0009100886809884513,0.0016183994575615312,0.0018970938671010358,15.328906738599988,True
3,-0.00022146489820014771,0.000907947103320563,0.0016138321735762937,0.0018972674923136085,15.330053049061316,True
4,-0.00024566968427775686,0.0009096210977682038,0.0016142848873924392,0.0018972758106614272,15.462163234584438,True
5,-0.00028169143670512403,0.0009100506992746876,0.0016166498483939217,0.0018972789118606934,15.658609770262586,True
6,-0.0002948620218664747,0.000908268606698362,0.0016159762208281909,0.0018963684201954165,15.711510467793328,True
7,-0.00030178614483868235,0.0009011298363596935,0.001614534605923761,0.0017912772500417408,15.701787541534445,True
8,-0.0003819168560402213,0.0008936724232811236,0.0015543094907761632,0.001842048337264325,15.703803341263702,True
9,-0.00042420619022012166,0.000895137038170378,0.0015543944988788197,0.001841973360813044,15.923083135225417,True
10,-0.0004692113495830385,0.0008577846362832842,0.00151667207301234,0.0017539347075831626,15.735012367405652,True
11,-0.00048826421785964696,0.0008414400613588323,0.0014673758206400474,0.001664844159767981,15.45277631993268,True
12,-0.0006477335101340723,0.0007628889278034676,0.0013439932918402934,0.0015287220091407716,15.11707194072946,True
