round,score,global_rmse,local_rmse,p95_abs,weighted_coverage,improved
0,-0.002892688475482642,2.6485915220558446e-05,3.749651705961926e-05,6.378930987650892e-05,14.820851055873716,
1,-0.0028966386988536525,2.632491722582217e-05,3.701938340444125e-05,6.331999329808402e-05,14.83693438082402,True
2,-0.002932588002403301,2.577989535392852e-05,3.6211802689309724e-05,6.282706350015186e-05,15.009110304922004,True
3,-0.0029924650049510037,2.5476113078291998e-05,3.557305993308437e-05,6.196493160523709e-05,15.303143949744983,True
4,-0.003013664840495981,2.5603830564031656e-05,3.564100002804997e-05,6.194926055023254e-05,15.410189355468363,True
5,-0.0030748045164466463,2.5684182688174884e-05,3.557285931796302e-05,6.199404284778793e-05,15.715880651581884,True
6,-0.0030752961335529763,2.5158278004558842e-05,3.4763903398580436e-05,6.0592596973810925e-05,15.710855478179157,True
7,-0.003098303061499192,2.816853546343196e-05,4.025627483012525e-05,6.886969591218047e-05,15.873895633793872,True
8,-0.003098303061499192,2.816853546343196e-05,4.025627483012525e-05,6.886969591218047e-05,15.873895633793872,False
9,-0.0031188130793712025,2.679472028760979e-05,3.862080506480156e-05,6.323149099037397e-05,15.959763828682869,True
10,-0.003120700068965267,2.419815972488546e-05,3.555055703434911e-05,5.376901563517345e-05,15.937794485656855,True
11,-0.0031257090339760056,2.591420075838211e-05,3.5152354663104276e-05,5.6630171230028425e-05,15.969030301650564,True
12,-0.0031280689950577366,2.6067640972117098e-05,3.5121672802991845e-05,5.663910933947057e-05,15.98141321696722,True
13,-0.0031280689950577366,2.6067640972117098e-05,3.5121672802991845e-05,5.663910933947057e-05,15.98141321696722,False
14,-0.0031310869516287185,2.6473534424355554e-05,3.585272674943586e-05,5.8523462328941294e-05,16.002918790761985,True
