round,score,global_rmse,local_rmse,p95_abs,weighted_coverage,improved
0,-0.0021687861661649,0.00024032202517472128,0.0004113638491424639,0.0004873004357573254,14.513724051552888,
1,-0.0021929830232994838,0.0002484488034851882,0.0003979475302841186,0.0005349133276211235,14.59484431562807,True
2,-0.0021972074962179483,0.0002508892023064103,0.0003983397644126413,0.0005348111485682064,14.63052207909764,True
3,-0.002208327044453875,0.0002506404622275717,0.00039750998084169,0.0005347590749419568,14.679897418457372,True
4,-0.00222205228130783,0.00025174211592652397,0.00039760304474045245,0.0005348214009326837,14.754590254614484,True
5,-0.002248890071361158,0.00024741943429419796,0.0003967815926963688,0.0005106717895193413,14.862237084454991,True
6,-0.0022748635360939607,0.0002443940673897086,0.00038923835189588133,0.000505768471417898,14.931718128793634,True
7,-0.0022809490120990097,0.00024435354181927494,0.0003883297519265627,0.000505132084747915,14.956491281150798,True
8,-0.002284430611682393,0.0002427501893168484,0.00039591872224213533,0.0005024541302337247,15.01141633844902,True
9,-0.0023029917504234208,0.0002374831626510409,0.0003866370046589906,0.0004792562935829175,15.02219659332625,True
10,-0.0023029917504234208,0.0002374831626510409,0.0003866370046589906,0.0004792562935829175,15.02219659332625,False
11,-0.0023029917504234208,0.0002374831626510409,0.0003866370046589906,0.0004792562935829175,15.02219659332625,False
12,-0.0023127006161661533,0.0002434747871608488,0.00039420749136171536,0.0004857846943076105,15.146121964805301,True
13,-0.0023533653340788185,0.0002355785095836706,0.00037189466480275094,0.0004609439099191688,15.176087207128951,True
14,-0.0023666108714264444,0.00022814052212458597,0.00036475248749397003,0.000454932830850839,15.162271892718971,True
