round,score,global_rmse,local_rmse,p95_abs,weighted_coverage,improved
0,-0.0029218947564739464,5.9017191478181e-05,9.67982047188642e-05,0.00014352803119415856,15.485348968073822,
1,-0.002927309838270781,5.457888399491127e-05,8.589967684221671e-05,0.0001312178261552706,15.42484167238176,True
2,-0.0029438308435823755,5.1997993632345406e-05,8.04874746961147e-05,0.00011823133949857736,15.462069034250291,True
3,-0.0029966032024178876,5.211455777290165e-05,8.00491724148876e-05,0.0001179353079541484,15.723883835443273,True
4,-0.0030029789649406633,5.949130835142273e-05,7.950969403874703e-05,0.0001402451862031937,15.789409530692911,True
5,-0.0030029789649406633,5.949130835142273e-05,7.950969403874703e-05,0.0001402451862031937,15.789409530692911,False
6,-0.0030393320378674987,6.01848716368507e-05,7.503825916717639e-05,0.00014281447323401903,15.947814102524806,True
7,-0.0030393320378674987,6.01848716368507e-05,7.503825916717639e-05,0.00014281447323401903,15.947814102524806,False
8,-0.0030393320378674987,6.01848716368507e-05,7.503825916717639e-05,0.00014281447323401903,15.947814102524806,False
9,-0.0030493360032810466,5.9246026358347865e-05,7.2622512745641e-05,0.00013956636270583416,15.978645224670817,True
10,-0.003050729687689496,5.968212590686397e-05,7.28712949653915e-05,0.00014054656720727937,15.989286837774147,True
11,-0.0030686694722960916,6.024447389458353e-05,7.208019615596545e-05,0.00014208829793858576,16.077050907889166,True
12,-0.0030935851353747603,6.644022676044085e-05,7.17773981439656e-05,0.00015818851452508234,16.230791199539798,True
