round,score,global_rmse,local_rmse,p95_abs,weighted_coverage,improved
0,-0.0021323162371108114,0.0002573593236880097,0.00044254480957501256,0.0005146253223059294,14.60364666144418,
1,-0.0021463969195702147,0.0002660522129209286,0.000441584545570733,0.0005227013366090787,14.711752935880114,True
2,-0.0021612378585418035,0.0002654507798357472,0.00043898130926227385,0.0005202152742683219,14.767331047461395,True
3,-0.002163111109741332,0.0002649967371732348,0.00043946867667263247,0.0005118972308574853,14.77735129460863,True
4,-0.002183849949999434,0.0002590652215330287,0.0004283547142385744,0.0005126301241269725,14.784704143093759,True
5,-0.0021927434119724306,0.0002629542085801278,0.00043097418505997064,0.0005186686523781098,14.864333213122617,True
6,-0.0021944771968250973,0.00027351328325292965,0.0004193099850811712,0.0005873022328917105,14.85581231087716,True
7,-0.0021944771968250973,0.00027351328325292965,0.0004193099850811712,0.0005873022328917105,14.85581231087716,False
8,-0.0022738522347719205,0.00027456290115298405,0.0003606217142293086,0.0006130924331928652,14.905805965000374,True
9,-0.002275674604573727,0.0002728231036470497,0.00036056475755797735,0.000591097490321736,14.905877086451746,True
10,-0.0022786961029528487,0.0002714686823197868,0.0003561253548234398,0.0005750631816097821,14.887576055303814,True
11,-0.0022905263362404662,0.0002659154715152566,0.0003536343387696533,0.0005653386612742848,14.904015071396532,True
12,-0.002312116252888987,0.0002651015953114959,0.000350866594915178,0.0005792327651055907,14.991288810493481,True
