round,score,global_rmse,local_rmse,p95_abs,weighted_coverage,improved
0,0.001259480862059144,0.0014412171620123472,0.002437999514077207,0.0030930349206548854,15.536678584229259,
1,0.0011346322039228183,0.0014147012550329934,0.0023878038815367915,0.0031268580915031954,15.727168544771624,True
2,0.000948310381088547,0.0013483494725111099,0.0022998736966508724,0.002903259977458106,15.799437637018048,True
3,0.0008968084147319092,0.0013483240989956365,0.0022848056489078402,0.0029238738344531355,15.966412314765677,True
4,0.0007914503911397031,0.0013144689515999317,0.0021939909632350697,0.002845562387902928,15.779038581711559,True
5,0.00044329549533577697,0.0011918954717983162,0.001977763485944624,0.0025813167319349677,15.609580797980438,True
6,0.0003593639458356222,0.0011628046071956355,0.001935809692352565,0.002506581774080175,15.632061460915455,True
7,0.00022781140663588346,0.0011240751801342922,0.0018579814571441909,0.0023923930737710947,15.62920761035719,True
8,0.00022781140663588346,0.0011240751801342922,0.0018579814571441909,0.0023923930737710947,15.62920761035719,False
9,0.00022512979212048262,0.0011202565530251652,0.001850560962249756,0.0023873311744278935,15.578999578021948,True
10,0.0001985558022880498,0.0011104599416555294,0.0018469694713696898,0.002393438608577896,15.641337525055535,True
11,-3.835154073098023e-05,0.0010295644946755552,0.0017348612679191047,0.002172196267940762,15.748747784547305,True
12,-4.293551609552918e-05,0.0010258618274060559,0.0017291442834221338,0.0021671524946753158,15.718852418040726,True
13,-4.293551609552918e-05,0.0010258618274060559,0.0017291442834221338,0.0021671524946753158,15.718852418040726,False
14,-7.404005507466276e-05,0.0010167258692559621,0.0017169003937641677,0.002182418109370027,15.75523198423813,True
