family,index,seed,method,degree,global_rmse,local_rmse,p95_abs,condition
local_bump,1,20332514,afp_baseline,7,0.000635572187343625,0.0010344971939183286,0.0011000673321622948,1991.1077701587465
local_bump,1,20332514,afp_baseline,9,0.0013777082014848894,0.0023741638815261493,0.002680020844597766,41566.64082439934
local_bump,1,20332514,afp_baseline,11,0.011442808033238145,0.02036511731496714,0.022366553032846674,156705.36260176828
local_bump,1,20332514,hessian_weighted,3,0.0009046369844302781,0.0015755659601292605,0.0016067166742078649,17.631476970069404
local_bump,1,20332514,hessian_weighted,5,0.0008113955427930091,0.0012373744183300794,0.0013784757518638157,211.21468817148045
local_bump,1,20332514,hessian_weighted,7,0.0008538201102027554,0.001063787795163345,0.0017637541162012502,2156.008420001535
local_bump,1,20332514,hessian_weighted,9,0.0023790803489853727,0.002774166379896513,0.0051922557092725545,26914.901884395975
local_bump,1,20332514,hessian_weighted,11,0.007744642978748805,0.009628178040288541,0.01871971474655438,131589.4114435708
local_bump,1,20332514,afp_exchange,3,0.0009004520474310489,0.0015915232275933602,0.0015617387833625658,18.075617357543603
local_bump,1,20332514,afp_exchange,5,0.0007842988700447033,0.0013705617274622588,0.0012016821239090438,177.6634980944062
local_bump,1,20332514,afp_exchange,7,0.0006454345710235957,0.0010553565525959804,0.0010833900850147863,1994.5405413021213
local_bump,1,20332514,afp_exchange,9,0.00480601159149267,0.0037108161125709734,0.011082008090558952,34093.99439916016
local_bump,1,20332514,afp_exchange,11,0.08301612123804565,0.056890672160872145,0.17608199396164856,935955.5141734785
local_bump,2,20332515,regular_grid,3,0.002681810472824915,0.004440208372433714,0.004967602478485428,24.94365478273628
local_bump,2,20332515,regular_grid,5,0.002514358839479951,0.003912234329887635,0.0052813051410199405,327.43361648915993
local_bump,2,20332515,regular_grid,7,0.00914654616054085,0.017451747502468584,0.01710279254630276,7676.108739186785
local_bump,2,20332515,regular_grid,9,0.00996351197469736,0.01512689452869595,0.024426852213096883,7.740388647875343e+17
local_bump,2,20332515,regular_grid,11,0.04392877092056823,0.06970435570793061,0.09950614355323704,4.049534361189323e+17
