family,index,round,score,global_rmse,local_rmse,low_rmse,p95_abs,condition,success,weighted_coverage,swap_out_hessian,swap_in_hessian,improved
smooth_low_variation,0,0,-0.0027446035229755036,2.045879214187189e-05,4.242379811761865e-05,8.524501235724635e-06,4.5884538013776755e-05,194.0584191614393,True,14.217731708174849,,,
smooth_low_variation,0,1,-0.0027535790190045266,2.039230496347615e-05,4.2499626517944445e-05,8.225461055966627e-06,4.514910365750156e-05,190.7014030837157,True,14.262978165130999,0.27937390389472894,0.3284881321873032,True
smooth_low_variation,0,2,-0.00282836770056984,1.77933020979279e-05,3.66368295626267e-05,7.729738990931321e-06,3.598950494180879e-05,193.87982161706924,True,14.569695686793137,0.27266848688960227,1.3754205063017473,True
smooth_low_variation,0,3,-0.002899109684854479,1.2891406460455607e-05,2.4238451937852478e-05,7.789708489867678e-06,3.085671800355752e-05,184.60128785279178,True,14.784211136999808,0.26846875375583,0.5041395161534845,True
smooth_low_variation,0,4,-0.0029101354137012897,1.3247811374512814e-05,2.2269478361939798e-05,9.760180637823259e-06,3.278785409154192e-05,184.91792027509837,True,14.822908800226955,0.27138487382425347,0.40110822923012834,True
smooth_low_variation,0,5,-0.002923979880498123,1.0804482581312303e-05,1.8861334524312288e-05,7.541969962795492e-06,2.2391706024285377e-05,182.93508033404228,True,14.848389159747065,0.27341715899123115,0.3395219734218696,True
smooth_low_variation,0,6,-0.002931736740609562,1.021352165241376e-05,1.760677255805916e-05,7.266871538084083e-06,1.955257614779616e-05,184.41323789841957,True,14.872613957471925,0.2914187364645101,0.5002351948551302,True
smooth_low_variation,0,7,-0.002931736740609562,1.021352165241376e-05,1.760677255805916e-05,7.266871538084083e-06,1.955257614779616e-05,184.41323789841957,True,14.872613957471925,,,False
smooth_low_variation,0,8,-0.002949654353193564,9.987098896618931e-06,1.736905906757408e-05,7.0121486543883196e-06,1.9251641446229943e-05,182.44633732374322,True,14.958871056825975,0.28204149007608526,0.8276136284153173,True
smooth_low_variation,0,9,-0.002961407212839447,9.982113907510266e-06,1.6982304396996945e-05,7.2369071366451805e-06,1.9281619800867596e-05,183.92279292775117,True,15.014032949407008,0.29413384053180064,0.7268275082476215,True
smooth_low_variation,0,10,-0.002961407212839447,9.982113907510266e-06,1.6982304396996945e-05,7.2369071366451805e-06,1.9281619800867596e-05,183.92279292775117,True,15.014032949407008,,,False
smooth_low_variation,0,11,-0.0029623431012808163,9.388259831236337e-06,1.5565244855529892e-05,7.038403272337869e-06,1.7691368986332798e-05,185.13252918189437,True,15.002635320473914,0.2750338913645685,0.6171883846507931,True
smooth_low_variation,0,12,-0.002968847967807481,1.026861882566802e-05,1.5259283768922247e-05,8.575530500861647e-06,2.0762896666266592e-05,187.3266870380783,True,15.036731308028275,0.30347560724686384,0.4934251964129507,True
smooth_low_variation,1,0,-0.0016522359882845433,0.0002272142042893462,0.00047486015014828054,8.99190820414613e-05,0.0005050668483787676,178.9825520543919,True,13.789707351741042,,,
smooth_low_variation,1,1,-0.002066944670411957,0.00015013612435334288,0.0002947457565090214,8.018590856651504e-05,0.0003174314836919374,197.4683039840996,True,13.811802221534945,0.2740061700484439,0.4173647603956542,True
