family,index,round,score,global_rmse,local_rmse,low_rmse,p95_abs,condition,success,weighted_coverage,swap_out_hessian,swap_in_hessian,improved
edge_rolloff,1,10,-0.0002259024180018528,0.0008595614119683733,0.0010584323414054323,0.0008020750147171659,0.001834248079362596,197.21731081356404,True,15.21781830785138,0.3713941082643138,0.9476373837229262,True
edge_rolloff,1,11,-0.0002781467236821298,0.0008808469659962176,0.0010103341685596017,0.0008453198615123767,0.001863718402232505,210.10865968418992,True,15.140559507568053,0.40565953924612097,0.5570634903291674,True
edge_rolloff,1,12,-0.0002805390820142086,0.0008733679707357123,0.0010140975181729664,0.0008344174183460715,0.0018563982724066669,209.5033469860554,True,15.149937306849544,0.46382244387068106,0.5619098896128583,True
edge_rolloff,2,0,0.0008521860191596214,0.001018776863768477,0.0015251779490019267,0.0008457480484476816,0.002387513844478796,184.9040907431142,True,14.940850251312101,,,
edge_rolloff,2,1,0.0001854098173427166,0.0008737222417539615,0.0012557499070952815,0.0007481063987029341,0.0019657941315586944,182.93248442294566,True,15.057248762687577,0.29298861647659696,0.44958857061863283,True
edge_rolloff,2,2,5.6499003618886226e-05,0.0008691337665567515,0.0012037725335359618,0.0007626781900975044,0.0019543202391384333,200.58344703530977,True,15.198069749896973,0.3037200548261242,1.2163883310290495,True
edge_rolloff,2,3,5.76161601553455e-06,0.0008700413995546876,0.0011862049821512288,0.0007708218597065505,0.0019335642193496524,201.60892497145545,True,15.293795002594631,0.3696270591211363,0.5382616342125912,True
edge_rolloff,2,4,-6.25293068694092e-05,0.000847809368159059,0.0011646201853010819,0.0007477419941161026,0.0018139272447120194,199.07768753138646,True,15.324430089177348,0.3685826420712336,0.45139100414943356,True
edge_rolloff,2,5,-9.528690727924694e-05,0.0008389739235889444,0.0011459564973424856,0.0007424835242159219,0.0018067318950137814,202.42624559581245,True,15.271401754758948,0.3713787754434924,0.45948559018687163,True
edge_rolloff,2,6,-0.00012618568399619867,0.0008580942553156398,0.0011212104806133194,0.0007783997306987255,0.0017446331128802759,215.51792474178777,True,15.292596642232397,0.389198517500424,0.4649292462675163,True
edge_rolloff,2,7,-0.00013612433165273398,0.0008533589560707984,0.001115973436559191,0.0007737612292599795,0.00173971389758569,216.3623290271966,True,15.270170726790179,0.41456349491468497,0.5640335105533307,True
edge_rolloff,2,8,-0.0001428752962756197,0.0008640957297451702,0.001101211104454958,0.000793700786912733,0.0017886681269948526,228.273726052684,True,15.221057846312313,0.34539038620562973,0.47279879537517955,True
edge_rolloff,2,9,-0.00015797599024433518,0.0008653250677956287,0.0010895949925821703,0.0007993700346615563,0.0018010661054671832,230.20580260610677,True,15.195258971584895,0.31680461045822,0.4720429896838685,True
edge_rolloff,2,10,-0.00033177873414970286,0.0008496232533913111,0.0010066301222811354,0.0008055270629007136,0.0018615487225847253,245.3456347592011,True,15.218338568805573,0.45139100414943356,0.6233447519104611,True
edge_rolloff,2,11,-0.00033177873414970286,0.0008496232533913111,0.0010066301222811354,0.0008055270629007136,0.0018615487225847253,245.3456347592011,True,15.218338568805573,,,False
edge_rolloff,2,12,-0.00033177873414970286,0.0008496232533913111,0.0010066301222811354,0.0008055270629007136,0.0018615487225847253,245.3456347592011,True,15.218338568805573,,,False
edge_rolloff,3,0,0.0015687978907207275,0.0011705374168017825,0.0018112607236470022,0.0009443058642142283,0.002499196037726349,179.26669589783137,True,14.762859324140047,,,
edge_rolloff,3,1,0.0005939264205777257,0.0010193315185604778,0.001382841802952786,0.0009057369780947071,0.002270982446443746,180.39206735894302,True,14.918312167227032,0.32352625191519613,0.8071207434383157,True
edge_rolloff,3,2,0.0004912744813573193,0.0010138347475613667,0.0013543022434991659,0.0009088165508001207,0.0022335116021146976,193.27488635788063,True,15.14009708338752,0.3110818576514076,0.773221455810001,True
edge_rolloff,3,3,9.64380706386281e-05,0.0009515101440552636,0.0011928084504767497,0.000880792297192454,0.002055581887999906,199.96636525651166,True,15.308838533993113,0.42211807095539344,0.8519116147963088,True
edge_rolloff,3,4,9.64380706386281e-05,0.0009515101440552636,0.0011928084504767497,0.000880792297192454,0.002055581887999906,199.96636525651166,True,15.308838533993113,,,False
edge_rolloff,3,5,-0.00017569107601666037,0.0009298019485979748,0.0010722674155100905,0.0008905634152146647,0.0018615457153593285,207.64627773527639,True,15.445938716541516,0.3505485051803366,0.9279864031671106,True
edge_rolloff,3,6,-0.00025049901898287034,0.000920875150975319,0.0010349772980073238,0.0008900133838608828,0.0018098022374067435,210.62757406306127,True,15.43041085635869,0.4281502232267288,1.0158479891933865,True
edge_rolloff,3,7,-0.00027139985599164765,0.0009293925636107531,0.0010206856829757041,0.0009050896023643758,0.0018522134609420388,217.49809518366362,True,15.445304665537266,0.48789690662787727,0.7209996927552669,True
edge_rolloff,3,8,-0.0003360720995086502,0.00094840566253951,0.0009796912293049374,0.0009404079390631792,0.0020304984880713155,214.36968418909416,True,15.484532681311471,0.4947401350057685,0.740471806358289,True
edge_rolloff,3,9,-0.0003360720995086502,0.00094840566253951,0.0009796912293049374,0.0009404079390631792,0.0020304984880713155,214.36968418909416,True,15.484532681311471,,,False
edge_rolloff,3,10,-0.0003360720995086502,0.00094840566253951,0.0009796912293049374,0.0009404079390631792,0.0020304984880713155,214.36968418909416,True,15.484532681311471,,,False
edge_rolloff,3,11,-0.0003360720995086502,0.00094840566253951,0.0009796912293049374,0.0009404079390631792,0.0020304984880713155,214.36968418909416,True,15.484532681311471,,,False
