family,index,round,swap_out_hessian_weight,swap_in_hessian_weight,delta
smooth_low_variation,0,1,0.27305467863894795,0.644702173911979,0.3716474952730311
smooth_low_variation,0,2,0.2719643196780063,1.3754205063017473,1.103456186623741
smooth_low_variation,0,3,0.2750338913645685,0.8008294915752056,0.525795600210637
smooth_low_variation,0,4,0.27937390389472894,0.38614761923354124,0.1067737153388123
smooth_low_variation,0,5,0.27341715899123115,0.4038709741362072,0.13045381514497606
smooth_low_variation,0,6,0.2544605213482723,0.44265169013434513,0.18819116878607284
smooth_low_variation,0,7,0.28297202768471874,0.5259620723564389,0.24299004467172014
smooth_low_variation,0,10,0.27290933851730903,0.5473020569157983,0.2743927183984892
smooth_low_variation,0,12,0.27342695949224105,0.3357889268889885,0.06236196739674743
smooth_low_variation,1,1,0.26741438684869895,0.3063785589978617,0.03896417214916276
smooth_low_variation,1,2,0.2567287801405484,0.31296179499403515,0.05623301485348675
smooth_low_variation,1,3,0.2654069583715993,0.34808509421231115,0.08267813584071187
smooth_low_variation,1,5,0.263778237184815,0.5869800866074557,0.3232018494226407
smooth_low_variation,1,6,0.25,1.9999999999992493,1.7499999999992493
smooth_low_variation,1,7,0.26463574221107233,0.40507537634872304,0.1404396341376507
smooth_low_variation,1,8,0.2735343683240846,0.34829758333251315,0.07476321500842853
smooth_low_variation,1,9,0.2638969709473324,0.30425777604111187,0.040360805093779484
smooth_low_variation,1,10,0.274646395135994,0.5486795595380372,0.2740331644020432
smooth_low_variation,1,11,0.2740061700484439,1.016025818103493,0.7420196480550489
smooth_low_variation,1,12,0.2708267433525945,0.3015654653853527,0.030738722032758237
smooth_low_variation,2,1,0.2613123034359152,1.1850518834659094,0.9237395800299941
smooth_low_variation,2,2,0.2868799080265411,0.3279537783722829,0.04107387034574178
smooth_low_variation,2,3,0.25987009769357305,0.6410141426881748,0.38114404499460175
smooth_low_variation,2,4,0.2791108393597261,0.3652244727865298,0.08611363342680373
smooth_low_variation,2,5,0.29168974395418923,0.32650629714265955,0.03481655318847032
smooth_low_variation,2,6,0.2943479813184774,0.34234447479022523,0.047996493471747836
smooth_low_variation,2,7,0.29227370960758,0.32704655842635144,0.03477284881877146
smooth_low_variation,2,8,0.26840726729512066,0.33788452420176884,0.06947725690664819
smooth_low_variation,2,9,0.29444475898626826,0.4157400913538574,0.12129533236758916
smooth_low_variation,2,10,0.2966923151632403,0.8617232490947038,0.5650309339314634
