family,index,method,n_points,degree,global_rmse,local_rmse,low_rmse,p95_abs,condition,success
smooth_low_variation,0,afp_poly_only,64,5,5.7383846407154206e-05,8.084052498387947e-05,4.98091105434319e-05,0.0001145244152068263,194.0584191614393,True
smooth_low_variation,0,afp_poly_residual_phs,64,5,2.045879214187189e-05,4.242379811761865e-05,8.524501235724635e-06,4.5884538013776755e-05,194.0584191614393,True
smooth_low_variation,0,hessian_weighted_poly_residual_phs,64,5,1.879360833128989e-05,3.349560227104707e-05,1.267603632392873e-05,4.496298280231098e-05,222.65911647339473,True
smooth_low_variation,0,afp_exchange_poly_residual_phs,64,5,1.026861882566802e-05,1.5259283768922247e-05,8.575530500861647e-06,2.0762896666266592e-05,187.3266870380783,True
smooth_low_variation,1,afp_poly_only,64,5,0.0009401302257711464,0.0013976998656753939,0.0007848293803402672,0.0018892107890481843,178.9825520543919,True
smooth_low_variation,1,afp_poly_residual_phs,64,5,0.0002272142042893462,0.00047486015014828054,8.99190820414613e-05,0.0005050668483787676,178.9825520543919,True
smooth_low_variation,1,hessian_weighted_poly_residual_phs,64,5,0.00014997179031134956,0.00023741094759382697,0.00011835937201556409,0.0003433366729791326,192.8787847401267,True
smooth_low_variation,1,afp_exchange_poly_residual_phs,64,5,0.00013623192145739688,0.00013721238522032585,0.00013598527920765453,0.0002811313643266161,239.60173292585324,True
smooth_low_variation,2,afp_poly_only,64,5,0.0001856193002380975,0.0002416511793105651,0.0001686982213614418,0.00036405807694265483,188.54082172385316,True
smooth_low_variation,2,afp_poly_residual_phs,64,5,4.570152383247523e-05,9.066746827201699e-05,2.3516285088670542e-05,9.150429404136309e-05,188.54082172385316,True
smooth_low_variation,2,hessian_weighted_poly_residual_phs,64,5,3.302224397096908e-05,5.108905428789789e-05,2.6644187484177452e-05,7.575359810034076e-05,205.72488627124554,True
smooth_low_variation,2,afp_exchange_poly_residual_phs,64,5,4.057841695094371e-05,4.156964997979189e-05,4.03263699706001e-05,9.167063569706202e-05,209.13628131842685,True
smooth_low_variation,3,afp_poly_only,64,5,0.0006051086843840555,0.0007855097309612445,0.0005507557845731975,0.0011910760254529753,190.24992668204044,True
smooth_low_variation,3,afp_poly_residual_phs,64,5,0.00010390968610713687,0.00021762220904935739,4.050962127948113e-05,0.00024777602638193115,190.24992668204044,True
smooth_low_variation,3,hessian_weighted_poly_residual_phs,64,5,7.090378401123073e-05,0.00012214073669363014,5.0501104866567744e-05,0.00015176297302049084,180.72104554272946,True
smooth_low_variation,3,afp_exchange_poly_residual_phs,64,5,0.0001004064723344444,9.575308580421378e-05,0.00010153842514655906,0.00021783678857034667,227.90918178582785,True
smooth_low_variation,4,afp_poly_only,64,5,0.0003715437905868064,0.0004544439271623671,0.0003477022701688164,0.0006725399762262526,186.919969586886,True
smooth_low_variation,4,afp_poly_residual_phs,64,5,9.269709898327252e-05,0.00018561530747860243,4.6006690738008e-05,0.00020629717326634464,186.919969586886,True
smooth_low_variation,4,hessian_weighted_poly_residual_phs,64,5,9.138411025018426e-05,0.00016785275113104746,5.819537567415071e-05,0.00020955902793376837,197.12081677288776,True
smooth_low_variation,4,afp_exchange_poly_residual_phs,64,5,8.769384135019149e-05,0.00012188164719457923,7.678484782249681e-05,0.00016428913602436454,214.00181449933095,True
edge_rolloff,0,afp_poly_only,64,5,0.0010956512858682204,0.0017943297223773857,0.0008335442463348162,0.0021268136972172097,180.0971529580421,True
edge_rolloff,0,afp_poly_residual_phs,64,5,0.0007293425380978233,0.0014081075654193852,0.00041062540685715584,0.0015965990944543029,180.0971529580421,True
edge_rolloff,0,hessian_weighted_poly_residual_phs,64,5,0.0007018708354499705,0.0010858995958433308,0.0005662950817205779,0.0015725283433928724,195.32214282155087,True
edge_rolloff,0,afp_exchange_poly_residual_phs,64,5,0.0007684334896820739,0.0007898802061270232,0.0007629682505996537,0.0017495872819234231,244.66320379190856,True
edge_rolloff,1,afp_poly_only,64,5,0.0015754671826836441,0.002575552010758989,0.0012010320146616158,0.003174288880604744,179.578195861112,True
edge_rolloff,1,afp_poly_residual_phs,64,5,0.0010604143988154828,0.001982594177354746,0.0006494057699993843,0.002257896976999103,179.578195861112,True
edge_rolloff,1,hessian_weighted_poly_residual_phs,64,5,0.0010732861676122014,0.0017085359977972476,0.000842258350064987,0.002535654061053349,198.4413828429488,True
edge_rolloff,1,afp_exchange_poly_residual_phs,64,5,0.0009937897374816547,0.0011483059225019438,0.0009511726029265242,0.0019653253720275225,233.8688027280835,True
edge_rolloff,2,afp_poly_only,64,5,0.0014187224591516447,0.002259149653139071,0.0011129712669385049,0.002851516530726897,184.9040907431142,True
edge_rolloff,2,afp_poly_residual_phs,64,5,0.001018776863768477,0.0018698392993009183,0.000649812532647309,0.002387513844478796,184.9040907431142,True
edge_rolloff,2,hessian_weighted_poly_residual_phs,64,5,0.0008416300325043314,0.0013344351938490459,0.0006631653373039298,0.0018772612136162107,227.43137047919603,True
edge_rolloff,2,afp_exchange_poly_residual_phs,64,5,0.0008682947932219861,0.000893373758260637,0.0008619000752397575,0.0017619491287315559,233.7335089240885,True
