family,index,round,score,global_rmse,local_rmse,residual_local_rmse,weighted_coverage,improved
smooth_low_variation,2,8,-0.0022324778715252565,0.00018413722337705848,0.00020528638471413528,0.00020528638471413528,14.238582514009995,True
smooth_low_variation,2,9,-0.0022393235253452323,0.00018523650368324873,0.00019941596685796998,0.00019941596685796995,14.21666779715109,True
smooth_low_variation,2,10,-0.0022393235253452323,0.00018523650368324873,0.00019941596685796998,0.00019941596685796995,14.21666779715109,False
smooth_low_variation,2,11,-0.002273008915972058,0.00017884188091570548,0.00018900360380110184,0.00018900360380110184,14.243791824350387,True
smooth_low_variation,2,12,-0.0022810185980929316,0.0001843230829731394,0.00018336837158053462,0.00018336837158053462,14.252076306925968,True
smooth_low_variation,2,13,-0.002297026507545588,0.00019850771027348242,0.00017056333895162037,0.00017056333895162037,14.268586148087367,True
smooth_low_variation,2,14,-0.002297026507545588,0.00019850771027348242,0.00017056333895162037,0.00017056333895162037,14.268586148087367,False
smooth_low_variation,3,0,-0.0013400466890484968,0.0002727843907817601,0.0005542116779894435,0.0005542116779894434,13.88337801804044,
smooth_low_variation,3,1,-0.0013570070056541379,0.0002713880379627353,0.0005444756966530286,0.0005444756966530287,13.858970032941166,True
smooth_low_variation,3,2,-0.0013656984338582547,0.0002677201556923812,0.0005399520727181218,0.0005399520727181218,13.836589711293458,True
