family,index,method,global_rmse,local_rmse,condition
mid_frequency_undulation,0,afp_exchange_poly_residual_phs,0.00041884184452580084,0.0003115901767346485,217.8249877549916
mid_frequency_undulation,1,regular_poly_only,0.0034033976139157675,0.0046597457998286355,366.6767281154971
mid_frequency_undulation,1,regular_poly_residual_phs,0.0010560183043321952,0.001843993680520808,366.6767281154971
mid_frequency_undulation,1,random_uniform_poly_residual_phs,0.0014374400192198997,0.001924886908566314,242.66501867650828
mid_frequency_undulation,1,jittered_grid_poly_residual_phs,0.0025460595854486048,0.004670252426693725,340.76962587095807
mid_frequency_undulation,1,latin_hypercube_poly_residual_phs,0.0063538083099634116,0.013190472020838768,312.3765601948072
mid_frequency_undulation,1,poisson_disk_poly_residual_phs,0.00035365432815568683,0.0006032449369396469,189.1554008695522
mid_frequency_undulation,1,afp_poly_residual_phs,0.0003538721567877904,0.0005821703603861474,187.27481070868745
mid_frequency_undulation,1,hessian_weighted_poly_residual_phs,0.00035774990170337465,0.0005469015692163056,196.4116082488005
mid_frequency_undulation,1,afp_exchange_poly_residual_phs,0.0002898969007578463,0.0003010367320126253,203.46307188436788
mid_frequency_undulation,2,regular_poly_only,0.00205224497227732,0.0027315243765769458,366.6767281154971
mid_frequency_undulation,2,regular_poly_residual_phs,0.0004121488370128084,0.000700448872677993,366.6767281154971
mid_frequency_undulation,2,random_uniform_poly_residual_phs,0.0033530723123297106,0.00669618476356799,297.9206193723875
mid_frequency_undulation,2,jittered_grid_poly_residual_phs,0.0004320080727931399,0.0007560158617406002,359.98787511177926
mid_frequency_undulation,2,latin_hypercube_poly_residual_phs,0.002005357258249697,0.003922648394295744,286.7292225604414
mid_frequency_undulation,2,poisson_disk_poly_residual_phs,0.00023004396584966347,0.00042956343893888377,202.2098104028835
mid_frequency_undulation,2,afp_poly_residual_phs,0.00026801827471900787,0.0005044247779611503,186.82132707640397
mid_frequency_undulation,2,hessian_weighted_poly_residual_phs,0.0001529603327384715,0.0001674339600916928,199.3901197955191
mid_frequency_undulation,2,afp_exchange_poly_residual_phs,0.00017788916320239854,0.00017402971900329714,205.23481550790498
mid_frequency_undulation,3,regular_poly_only,0.0016831683233929748,0.0025876914477630714,366.6767281154971
mid_frequency_undulation,3,regular_poly_residual_phs,0.0007767907699080732,0.0014529354051601626,366.6767281154971
mid_frequency_undulation,3,random_uniform_poly_residual_phs,0.0019858311092850064,0.003850924496642798,237.88788407419096
mid_frequency_undulation,3,jittered_grid_poly_residual_phs,0.0005961145335093607,0.0010667260857630237,297.3379080615241
mid_frequency_undulation,3,latin_hypercube_poly_residual_phs,0.0011161030089076758,0.002264975490538928,294.8367754280137
mid_frequency_undulation,3,poisson_disk_poly_residual_phs,0.00036135658435069523,0.0005966273219692347,178.50256482035238
mid_frequency_undulation,3,afp_poly_residual_phs,0.00030378720113291894,0.00044133512896257163,169.27099405968573
