family,index,round,swap_out_hessian_weight,swap_in_hessian_weight,delta
edge_rolloff,4,5,0.28962619213453855,1.138640667025932,0.8490144748913934
edge_rolloff,4,6,0.33206835102420373,0.7040388081398459,0.37197045711564214
edge_rolloff,4,7,0.2968248909414899,0.561630249111952,0.26480535817046214
edge_rolloff,4,8,0.3544171142887132,1.0984736337440104,0.7440565194552973
edge_rolloff,4,9,0.353121870160111,1.5634171322797787,1.2102952621196676
edge_rolloff,4,10,0.3008266595517334,1.7023746898742549,1.4015480303225214
edge_rolloff,4,11,0.30128202256681025,0.7422608539484836,0.4409788313816734
local_bump,0,1,0.2810199738648014,0.7586744858231346,0.4776545119583332
local_bump,0,2,0.31438856512499663,0.5478927291773812,0.23350416405238456
local_bump,0,3,0.3206092053508889,1.690967316077035,1.3703581107261462
local_bump,0,4,0.3216305410308309,0.5721387365917452,0.2505081955609143
local_bump,0,5,0.3174625246800554,0.735612497051017,0.4181499723709615
local_bump,0,6,0.33072972113504895,0.6614442470227636,0.33071452588771466
local_bump,0,7,0.2725615337805992,0.5893557918678711,0.3167942580872719
local_bump,0,9,0.33670067839691126,1.108453248857793,0.7717525704608816
local_bump,0,10,0.35912790948793183,0.8116224450802468,0.452494535592315
local_bump,0,11,0.2981016108273933,0.4197818402805735,0.12168022945318024
local_bump,0,12,0.3755309885063317,0.493777016646474,0.11824602814014229
local_bump,1,1,0.27084942799038775,0.6752883271086553,0.4044388991182675
local_bump,1,2,0.266375625552981,0.6555020603453463,0.3891264347923653
local_bump,1,3,0.27925620584577304,0.5878699391854063,0.30861373333963327
local_bump,1,4,0.2875012361574387,0.4015960470900813,0.11409481093264257
local_bump,1,5,0.2614063886814591,0.528925760523582,0.2675193718421229
local_bump,1,6,0.2929685261183135,0.63165481701342,0.3386862908951065
local_bump,1,7,0.29856757881395335,0.9384806158860891,0.6399130370721358
local_bump,1,8,0.306421192850536,0.8053704066034226,0.49894921375288664
local_bump,1,9,0.32413123772258934,0.4651134052837268,0.14098216756113746
local_bump,1,10,0.3584410047570831,0.6976905019994625,0.33924949724237935
local_bump,1,11,0.32852092588019216,0.3837843421870316,0.05526341630683945
local_bump,1,12,0.3722577723569918,0.6770348515163935,0.3047770791594017
local_bump,2,1,0.2512357481471919,0.6913255686487112,0.4400898205015193
local_bump,2,2,0.2799844510731837,0.7392354883486421,0.45925103727545835
local_bump,2,3,0.2808783227040957,0.7300640383724382,0.4491857156683425
local_bump,2,4,0.30358002122963085,0.4655389234491007,0.16195890221946985
local_bump,2,5,0.3081169619819998,0.9209257787570263,0.6128088167750265
local_bump,2,6,0.3124837427977116,0.43572850339786107,0.1232447606001495
local_bump,2,7,0.3269871756672104,0.971756186067818,0.6447690104006076
local_bump,2,8,0.26882291612586234,1.337281981886865,1.0684590657610027
local_bump,2,9,0.3118852158725393,0.6754112436060071,0.3635260277334678
local_bump,2,10,0.3551868774257065,0.4834824908933578,0.12829561346765134
local_bump,2,12,0.37347360758997405,0.43467150390753395,0.0611978963175599
local_bump,3,1,0.25891959199057235,0.5207264521320478,0.2618068601414755
local_bump,3,2,0.26007304232592143,0.6906091060926409,0.4305360637667195
local_bump,3,3,0.26169536260502363,0.3539270280570022,0.09223166545197858
local_bump,3,5,0.26713708229903577,0.32953317095601903,0.06239608865698326
local_bump,3,6,0.26294199732842327,0.9199664120049135,0.6570244146764902
local_bump,3,7,0.27562885582487223,0.40027777021009375,0.12464891438522152
local_bump,3,10,0.2614275767171737,0.5796643144922803,0.3182367377751066
local_bump,3,11,0.2695582214362906,1.1536822299200753,0.8841240084837847
local_bump,3,12,0.2777033760994823,0.7213973791562911,0.4436940030568088
local_bump,4,1,0.2722720739269127,0.7614050231655112,0.48913294923859846
local_bump,4,2,0.3122211774482736,1.236934850099177,0.9247136726509034
local_bump,4,3,0.3196772620922473,0.7463884817786752,0.42671121968642794
local_bump,4,4,0.29647181331215844,0.7994129729767352,0.5029411596645768
local_bump,4,5,0.29095381525619046,1.1330892438995899,0.8421354286433994
local_bump,4,6,0.3944157841201651,0.5388494725603918,0.14443368844022675
local_bump,4,7,0.4208513725169417,0.5129076336727343,0.09205626115579257
local_bump,4,8,0.42169519703099,0.9574060870551706,0.5357108900241806
local_bump,4,9,0.3027696783075936,0.5372881203651529,0.23451844205755934
local_bump,4,10,0.42446192101262226,0.6807071434071743,0.25624522239455205
local_bump,4,11,0.4194242368700807,0.9242180668141026,0.5047938299440219
local_bump,4,12,0.45176250738906126,0.5360652888300421,0.08430278144098086
mid_frequency_undulation,0,1,0.32501332023057694,0.4837533620281831,0.15874004179760615
mid_frequency_undulation,0,2,0.33227008657966395,0.45152372631527327,0.11925363973560932
mid_frequency_undulation,0,3,0.27529380772145945,0.46704153311498114,0.1917477253935217
mid_frequency_undulation,0,4,0.3214242263355794,0.4617709184050124,0.140346692069433
mid_frequency_undulation,0,5,0.33774726959781975,0.45576696177052134,0.11801969217270158
mid_frequency_undulation,0,6,0.2939687022117661,0.44501123971913975,0.15104253750737368
mid_frequency_undulation,0,7,0.33197578916091186,0.4562305920345171,0.12425480287360524
mid_frequency_undulation,0,8,0.34403632597201517,0.9286887387866261,0.5846524128146109
mid_frequency_undulation,0,9,0.3431844642275852,0.4563729670005291,0.1131885027729439
mid_frequency_undulation,0,11,0.35429673028384867,0.48995958720985955,0.13566285692601088
mid_frequency_undulation,0,12,0.36771630991010834,1.3080184693867607,0.9403021594766523
mid_frequency_undulation,1,1,0.2973698103267949,0.39930295088345374,0.10193314055665886
mid_frequency_undulation,1,2,0.2866935218560258,1.407718588778429,1.1210250669224031
mid_frequency_undulation,1,3,0.2994865660689442,0.5381044279758901,0.2386178619069459
mid_frequency_undulation,1,4,0.3072641145865827,1.9433679239886963,1.6361038094021136
mid_frequency_undulation,1,5,0.3064126562566122,0.7662464454583919,0.45983378920177975
mid_frequency_undulation,1,6,0.29714440757616517,0.46574827385513595,0.16860386627897078
mid_frequency_undulation,1,7,0.25705040397230033,1.8199336162895905,1.5628832123172902
mid_frequency_undulation,1,10,0.34075092200299156,0.6895763408404845,0.3488254188374929
mid_frequency_undulation,1,12,0.3369758503190215,0.6911208486683594,0.35414499834933794
mid_frequency_undulation,2,1,0.25850625362833174,0.9832801499869853,0.7247738963586536
mid_frequency_undulation,2,2,0.284313571059643,0.6211444846148895,0.33683091355524647
mid_frequency_undulation,2,3,0.2753428258010896,0.5126568073969503,0.2373139815958607
mid_frequency_undulation,2,4,0.2834818732234098,0.38534373897093793,0.10186186574752815
mid_frequency_undulation,2,5,0.2832088328554947,0.42856862863272377,0.14535979577722907
mid_frequency_undulation,2,6,0.3029608704450685,0.5071792421373247,0.2042183716922562
mid_frequency_undulation,2,7,0.27881442843210136,0.6669427813812054,0.3881283529491041
mid_frequency_undulation,2,8,0.32468045864124073,0.43074300541421073,0.10606254677297
mid_frequency_undulation,2,9,0.3302070515873562,0.3993683216840659,0.06916127009670969
mid_frequency_undulation,2,10,0.332316229898596,0.407694102853847,0.075377872955251
mid_frequency_undulation,2,11,0.3279556378755981,0.43612882280017473,0.10817318492457662
mid_frequency_undulation,2,12,0.2876641161154138,0.6951276105181209,0.40746349440270707
mid_frequency_undulation,3,1,0.2822638557675825,0.7819207884475915,0.499656932680009
mid_frequency_undulation,3,2,0.2555372233918831,0.41408512244599693,0.15854789905411382
mid_frequency_undulation,3,3,0.3105757015323811,0.41745044272717574,0.10687474119479462
mid_frequency_undulation,3,4,0.33725714763298753,0.5465787611983796,0.20932161356539203
mid_frequency_undulation,3,5,0.34047458503957656,0.6954291990433135,0.3549546140037369
mid_frequency_undulation,3,7,0.3436734117151466,0.43221707889542105,0.08854366718027445
mid_frequency_undulation,3,10,0.3133526219264151,0.4957399337710583,0.18238731184464319
mid_frequency_undulation,3,11,0.2871786488890317,0.4783378313102475,0.19115918242121577
mid_frequency_undulation,4,1,0.2698821008808662,0.37642630549417316,0.10654420461330694
mid_frequency_undulation,4,2,0.255596989858952,0.435468381172865,0.179871391313913
mid_frequency_undulation,4,3,0.25096976800278714,0.3591984999731617,0.10822873197037458
mid_frequency_undulation,4,4,0.25738172243255375,0.3321292193438104,0.07474749691125665
mid_frequency_undulation,4,5,0.2798252770680712,0.3401968300672303,0.060371552999159084
mid_frequency_undulation,4,6,0.271090592977891,0.3437252924300832,0.0726346994521922
mid_frequency_undulation,4,8,0.28910660105115454,0.43072909252343616,0.14162249147228162
mid_frequency_undulation,4,9,0.27674137893246,0.5140476306310375,0.23730625169857755
mid_frequency_undulation,4,10,0.3152801170764854,0.33567625410433155,0.02039613702784615
mid_frequency_undulation,4,11,0.3139627325866754,0.33105538610980345,0.017092653523128054
mid_frequency_undulation,4,12,0.3207581067680969,0.33483382149744906,0.014075714729352151
