family,index,round,swap_out_hessian_weight,swap_in_hessian_weight,delta
smooth_low_variation,4,5,0.32809203194526115,0.6652770898563569,0.33718505791109576
smooth_low_variation,4,6,0.33158392340040754,0.37255715205199663,0.04097322865158909
smooth_low_variation,4,7,0.3173487055669228,0.3933039565747766,0.07595525100785383
smooth_low_variation,4,8,0.33651446764563275,0.36688593049872015,0.030371462853087394
smooth_low_variation,4,9,0.31600920619666956,0.9794299143130403,0.6634207081163708
smooth_low_variation,4,10,0.34943343713094993,0.39116243364013503,0.0417289965091851
smooth_low_variation,4,11,0.35113903761936416,0.4371143870422456,0.08597534942288143
smooth_low_variation,4,12,0.35328806942419505,0.7319705976074748,0.3786825281832798
edge_rolloff,0,1,0.30526635726400797,0.5587639532177205,0.2534975959537126
edge_rolloff,0,2,0.3498426540482495,0.5446605876598456,0.1948179336115961
edge_rolloff,0,3,0.3652050269363899,1.086366173059854,0.721161146123464
edge_rolloff,0,4,0.33164521919728407,0.6392589558095925,0.3076137366123084
edge_rolloff,0,5,0.3369291904733551,0.8563786997313397,0.5194495092579846
edge_rolloff,0,6,0.4044748256978237,1.4620509524110452,1.0575761267132215
edge_rolloff,0,8,0.4129656513305313,0.8749032353285637,0.4619375839980324
edge_rolloff,0,9,0.3905212564289527,0.5588497267160417,0.16832847028708903
edge_rolloff,0,10,0.45892359896393203,0.5757629078760353,0.11683930891210331
edge_rolloff,0,12,0.4272852380743006,1.6200100153063213,1.1927247772320206
edge_rolloff,1,1,0.2736112428865813,0.4975581318606964,0.22394688897411513
edge_rolloff,1,2,0.3148715605511386,1.2508748261410356,0.9360032655898971
edge_rolloff,1,3,0.3511913103960743,0.49508968782442286,0.14389837742834855
edge_rolloff,1,4,0.309402374572002,0.5021637943690365,0.19276141979703448
edge_rolloff,1,5,0.26453284752270717,0.5579074056480744,0.2933745581253672
edge_rolloff,1,6,0.3589754521183439,1.0928608264847213,0.7338853743663774
edge_rolloff,1,7,0.3638158831816621,0.4789705025559415,0.1151546193742794
edge_rolloff,1,8,0.4265244507157168,0.603643334207635,0.17711888349191823
edge_rolloff,1,9,0.3524388046594013,0.8626868603301049,0.5102480556707036
edge_rolloff,1,10,0.3713941082643138,0.9476373837229262,0.5762432754586124
edge_rolloff,1,11,0.40565953924612097,0.5570634903291674,0.15140395108304638
edge_rolloff,1,12,0.46382244387068106,0.5619098896128583,0.0980874457421772
edge_rolloff,2,1,0.29298861647659696,0.44958857061863283,0.15659995414203587
edge_rolloff,2,2,0.3037200548261242,1.2163883310290495,0.9126682762029253
edge_rolloff,2,3,0.3696270591211363,0.5382616342125912,0.1686345750914549
edge_rolloff,2,4,0.3685826420712336,0.45139100414943356,0.08280836207819997
