metric,mean,median,iqr,bootstrap_ci_low,bootstrap_ci_high,positive_ratio,paired_effect_size_dz
local_improvement,0.3341146355967134,0.3189191534392495,0.2526189897241065,0.2566902326914525,0.41455852072121635,1.0,1.033143684263165
global_improvement,0.21857834827239628,0.19961013372151765,0.20553120609938003,0.15991932107662638,0.2828696917316726,1.0,0.9953570406964357
